Core 0 Total time 3302534686 
Core 0 Total time 3304601920 
Core 0 Total time 3304804316 
Core 0 Total time 3307178780 
Core 0 Total time 3306941816 
Core 0 Total time 3306243814 
Core 0 Total time 3307251854 
Core 0 Total time 3308436710 
Core 0 Total time 3307279608 
Core 0 Total time 3307527612 
Core 0 Total time 3308009506 
Core 0 Total time 3308006418 
Core 0 Total time 3309791146 
Core 0 Total time 3308404862 
Core 0 Total time 3308372334 
Core 0 Total time 3307523818 
Core 0 Total time 3310668626 
Core 0 Total time 3310444386 
Core 0 Total time 3310061478 
Core 0 Total time 3309303280 
Core 0 Total time 3308950564 
Core 0 Total time 3310761568 
Core 0 Total time 3310750504 
Core 0 Total time 3310650930 
Core 0 Total time 3309834136 
Core 0 Total time 3308947750 
Core 0 Total time 3310174388 
Core 0 Total time 3312117962 
Core 0 Total time 3311466022 
Core 0 Total time 3310137398 
Core 0 Total time 3308153200 
Core 0 Total time 3309020910 
Core 0 Total time 3308937980 
Core 0 Total time 3308030882 
Core 0 Total time 3308819234 
Core 0 Total time 3309533598 
Core 0 Total time 3309186356 
Core 0 Total time 3312112942 
Core 0 Total time 3311079000 
Core 0 Total time 3310480500 
Core 0 Total time 3312413192 
Core 0 Total time 3312006704 
Core 0 Total time 3311254170 
Core 0 Total time 3310933050 
Core 0 Total time 3312143660 
Core 0 Total time 3312704680 
Core 0 Total time 3313381360 
Core 0 Total time 3312723130 
Core 0 Total time 3314662290 
Core 0 Total time 3312275616 
Core 0 Total time 3313284694 
Core 0 Total time 3313048808 
Core 0 Total time 3313779522 
Core 0 Total time 3311896830 
Core 0 Total time 3312326716 
Core 0 Total time 3313014986 
Core 0 Total time 3311921038 
Core 0 Total time 3311393266 
Core 0 Total time 3313055762 
Core 0 Total time 3314489134 
Core 0 Total time 3313687474 
Core 0 Total time 3314199670 
Core 0 Total time 3315519618 
Core 0 Total time 3316192168 
Core 0 Total time 3315795604 
Core 0 Total time 3314448576 
Core 0 Total time 3315069030 
Core 0 Total time 3314796752 
Core 0 Total time 3313024146 
Core 0 Total time 3314524120 
