Core 0 Total time 3214242572 
Core 0 Total time 3219268758 
Core 0 Total time 3218043342 
Core 0 Total time 3217841020 
Core 0 Total time 3221227128 
Core 0 Total time 3219469934 
Core 0 Total time 3219943868 
Core 0 Total time 3220729556 
Core 0 Total time 3221994644 
Core 0 Total time 3220547970 
Core 0 Total time 3217973966 
Core 0 Total time 3221091274 
Core 0 Total time 3220021280 
Core 0 Total time 3217916034 
Core 0 Total time 3221946586 
Core 0 Total time 3220891322 
Core 0 Total time 3218798924 
Core 0 Total time 3221131208 
Core 0 Total time 3221166260 
Core 0 Total time 3222018226 
Core 0 Total time 3221560104 
Core 0 Total time 3222552020 
Core 0 Total time 3221343778 
Core 0 Total time 3219561026 
Core 0 Total time 3222113038 
Core 0 Total time 3219844486 
Core 0 Total time 3219987718 
Core 0 Total time 3222295358 
Core 0 Total time 3222031424 
Core 0 Total time 3220020822 
Core 0 Total time 3221009986 
Core 0 Total time 3222210934 
Core 0 Total time 3222163902 
Core 0 Total time 3219820564 
Core 0 Total time 3222386744 
Core 0 Total time 3220194676 
Core 0 Total time 3217000374 
Core 0 Total time 3221404136 
Core 0 Total time 3219829010 
Core 0 Total time 3219198012 
Core 0 Total time 3220847722 
Core 0 Total time 3221466006 
Core 0 Total time 3220882804 
Core 0 Total time 3219482184 
Core 0 Total time 3222863996 
Core 0 Total time 3221172492 
Core 0 Total time 3218893940 
Core 0 Total time 3220960858 
Core 0 Total time 3220814810 
Core 0 Total time 3220305422 
Core 0 Total time 3220976440 
Core 0 Total time 3221776690 
Core 0 Total time 3220440698 
Core 0 Total time 3219172276 
Core 0 Total time 3220853216 
