4 0 762 13 470
4 1 408 10 470
4 2 336 7 465
4 3 351 7 465
4 4 302 4 465
4 5 286 3 465
4 6 286 3 465
4 7 286 3 465
4 8 286 3 465
4 9 286 3 465
4 10 286 3 465
4 11 286 3 465
4 12 286 3 465
4 13 286 3 465
4 14 286 3 465
4 15 286 3 465
4 16 286 3 465
4 17 286 3 465
4 18 286 3 465
4 19 286 3 465
4 20 286 3 465
4 21 286 3 465
4 22 286 3 465
4 23 286 3 465
4 24 286 3 465
4 25 286 3 465
4 26 286 3 465
4 27 286 3 465
4 28 286 3 465
4 29 286 3 465
4 30 286 3 465
4 31 286 3 465
4 32 286 3 465
4 33 286 3 465
4 34 286 3 465
4 35 286 3 465
4 36 286 3 465
4 37 286 3 465
4 38 286 3 465
4 39 286 3 465
4 40 286 3 465
4 41 286 3 465
4 42 286 3 465
4 43 286 3 465
4 44 286 3 465
4 45 286 3 465
4 46 286 3 465
4 47 286 3 465
4 48 286 3 465
4 49 286 3 465
4 50 286 3 465
4 51 286 3 465
4 52 286 3 465
4 53 286 3 465
4 54 286 3 465
4 55 286 3 465
4 56 286 3 465
4 57 286 3 465
4 58 286 3 465
4 59 286 3 465
4 60 286 3 465
4 61 286 3 465
4 62 286 3 465
4 63 286 3 465
4 64 286 3 465
4 65 286 3 465
4 66 286 3 465
4 67 286 3 465
4 68 286 3 465
4 69 286 3 465
4 70 286 3 465
4 71 286 3 465
4 72 286 3 465
4 73 286 3 465
4 74 286 3 465
4 75 286 3 465
4 76 286 3 465
4 77 286 3 465
4 78 286 3 465
4 79 286 3 465
4 80 286 3 465
4 81 286 3 465
4 82 286 3 465
4 83 286 3 465
4 84 286 3 465
4 85 286 3 465
4 86 286 3 465
4 87 286 3 465
4 88 286 3 465
4 89 286 3 465
4 90 286 3 465
4 91 286 3 465
4 92 286 3 465
4 93 286 3 465
4 94 286 3 465
4 95 286 3 465
4 96 286 3 465
4 97 286 3 465
4 98 286 3 465
4 99 286 3 465
4 100 286 3 465
4 101 286 3 465
4 102 286 3 465
4 103 286 3 465
4 104 286 3 465
4 105 286 3 465
4 106 286 3 465
4 107 286 3 465
4 108 286 3 465
4 109 286 3 465
4 110 286 3 465
4 111 286 3 465
4 112 286 3 465
4 113 286 3 465
4 114 286 3 465
4 115 286 3 465
4 116 286 3 465
4 117 286 3 465
4 118 286 3 465
4 119 286 3 465
4 120 286 3 465
4 121 286 3 465
4 122 286 3 465
4 123 286 3 465
4 124 286 3 465
4 125 286 3 465
4 126 286 3 465
4 127 286 3 465
4 128 286 3 465
4 129 286 3 465
4 130 286 3 465
4 131 286 3 465
4 132 286 3 465
4 133 286 3 465
4 134 286 3 465
4 135 286 3 465
4 136 286 3 465
4 137 286 3 465
4 138 286 3 465
4 139 286 3 465
4 140 286 3 465
4 141 286 3 465
4 142 286 3 465
4 143 286 3 465
4 144 286 3 465
4 145 286 3 465
4 146 286 3 465
4 147 286 3 465
4 148 286 3 465
4 149 286 3 465
4 150 286 3 465
4 151 286 3 465
4 152 286 3 465
4 153 286 3 465
4 154 286 3 465
4 155 286 3 465
4 156 286 3 465
4 157 286 3 465
4 158 286 3 465
4 159 286 3 465
4 160 286 3 465
4 161 286 3 465
4 162 286 3 465
4 163 286 3 465
4 164 286 3 465
4 165 286 3 465
4 166 286 3 465
4 167 286 3 465
4 168 286 3 465
4 169 286 3 465
4 170 286 3 465
4 171 286 3 465
4 172 286 3 465
4 173 286 3 465
4 174 286 3 465
4 175 286 3 465
4 176 286 3 465
4 177 286 3 465
4 178 286 3 465
4 179 286 3 465
4 180 286 3 465
4 181 286 3 465
4 182 286 3 465
4 183 286 3 465
4 184 286 3 465
4 185 286 3 465
4 186 286 3 465
4 187 286 3 465
4 188 286 3 465
4 189 286 3 465
4 190 286 3 465
4 191 286 3 465
4 192 286 3 465
4 193 286 3 465
4 194 286 3 465
4 195 286 3 465
4 196 286 3 465
4 197 286 3 465
4 198 286 3 465
4 199 286 3 465
4 200 286 3 465
4 201 286 3 465
4 202 286 3 465
4 203 286 3 465
4 204 286 3 465
4 205 286 3 465
4 206 286 3 465
4 207 286 3 465
4 208 286 3 465
4 209 286 3 465
4 210 286 3 465
4 211 286 3 465
4 212 286 3 465
4 213 286 3 465
4 214 286 3 465
4 215 286 3 465
4 216 286 3 465
4 217 286 3 465
4 218 286 3 465
4 219 286 3 465
4 220 286 3 465
4 221 286 3 465
4 222 286 3 465
4 223 286 3 465
4 224 286 3 465
4 225 286 3 465
4 226 286 3 465
4 227 286 3 465
4 228 286 3 465
4 229 286 3 465
4 230 286 3 465
4 231 286 3 465
4 232 286 3 465
4 233 286 3 465
4 234 286 3 465
4 235 286 3 465
4 236 286 3 465
4 237 286 3 465
4 238 286 3 465
4 239 286 3 465
4 240 286 3 465
4 241 286 3 465
4 242 286 3 465
4 243 286 3 465
4 244 286 3 465
4 245 286 3 465
4 246 286 3 465
4 247 286 3 465
4 248 286 3 465
4 249 286 3 465
4 250 286 3 465
4 251 286 3 465
4 252 286 3 465
4 253 286 3 465
4 254 286 3 465
4 255 286 3 465
4 256 286 3 465
4 257 286 3 465
4 258 286 3 465
4 259 286 3 465
4 260 286 3 465
4 261 286 3 465
4 262 286 3 465
4 263 286 3 465
4 264 286 3 465
4 265 286 3 465
4 266 286 3 465
4 267 286 3 465
4 268 286 3 465
4 269 286 3 465
4 270 286 3 465
4 271 286 3 465
4 272 286 3 465
4 273 286 3 465
4 274 286 3 465
4 275 286 3 465
4 276 286 3 465
4 277 286 3 465
4 278 286 3 465
4 279 286 3 465
4 280 286 3 465
4 281 286 3 465
4 282 286 3 465
4 283 286 3 465
4 284 286 3 465
4 285 286 3 465
4 286 286 3 465
4 287 286 3 465
4 288 286 3 465
4 289 286 3 465
4 290 286 3 465
4 291 286 3 465
4 292 286 3 465
4 293 286 3 465
4 294 286 3 465
4 295 286 3 465
4 296 286 3 465
4 297 286 3 465
4 298 286 3 465
4 299 286 3 465
4 300 286 3 465
4 301 286 3 465
4 302 286 3 465
4 303 286 3 465
4 304 286 3 465
4 305 286 3 465
4 306 286 3 465
4 307 286 3 465
4 308 286 3 465
4 309 286 3 465
4 310 286 3 465
4 311 286 3 465
4 312 286 3 465
4 313 286 3 465
4 314 286 3 465
4 315 286 3 465
4 316 286 3 465
4 317 286 3 465
4 318 286 3 465
4 319 286 3 465
4 320 286 3 465
4 321 286 3 465
4 322 286 3 465
4 323 286 3 465
4 324 286 3 465
4 325 286 3 465
4 326 286 3 465
4 327 286 3 465
4 328 286 3 465
4 329 286 3 465
4 330 286 3 465
4 331 286 3 465
4 332 286 3 465
4 333 286 3 465
4 334 286 3 465
4 335 286 3 465
4 336 286 3 465
4 337 286 3 465
4 338 286 3 465
4 339 286 3 465
4 340 286 3 465
4 341 286 3 465
4 342 286 3 465
4 343 286 3 465
4 344 286 3 465
4 345 286 3 465
4 346 286 3 465
4 347 286 3 465
4 348 286 3 465
4 349 286 3 465
4 350 286 3 465
4 351 286 3 465
4 352 286 3 465
4 353 286 3 465
4 354 286 3 465
4 355 286 3 465
4 356 286 3 465
4 357 286 3 465
4 358 286 3 465
4 359 286 3 465
4 360 286 3 465
4 361 286 3 465
4 362 286 3 465
4 363 286 3 465
4 364 286 3 465
